Time,Truth,Reconstruction
2.72,11.159979477300922,19.235956636048655
2.73,11.858351662841462,19.44503796659191
2.74,12.712891914352603,19.612163701081016
2.75,13.742618545050913,19.76269022092002
2.7600000000000002,14.965565435807575,19.934346011662413
2.77,16.396998838629287,20.174943762075166
2.7800000000000002,18.04703633005596,20.538180740928482
2.79,19.917697139892233,21.077900828199
2.8000000000000003,21.9995595876434,21.84142931138657
2.81,24.268409103488448,22.862750211665446
2.82,26.68250294755671,24.15635968759633
2.83,29.18128797344196,25.712598930013197
2.84,31.686475790441214,27.495158433754973
2.85,34.10617957433406,29.441267540411612
2.86,36.34226974451859,31.46484729079725
2.87,38.300263293720974,33.46261095887167
2.88,39.90015678359733,35.3227453626163
2.89,41.08601351222675,36.93541524161526
2.9,41.83215681474983,38.20395505694509
2.91,42.144598079279305,39.05533488901979
2.92,42.05758836366788,39.44840853833997
2.93,41.62643383758099,39.37864198476162
2.94,40.918486194157026,38.8784819335581
2.95,40.00429992454292,38.01318156778689
2.96,38.95045264076142,36.87262030903521
2.97,37.81476396260579,35.56028727728865
2.98,36.64393891217584,34.181022302116695
2.99,35.47319175656916,32.8292553580427
3.0,34.327212527788085,31.57934582573158
3.0100000000000002,33.22185685256587,30.479237491435367
3.02,32.16607318956749,29.548089126427808
3.0300000000000002,31.163747331411543,28.777909603266338
3.04,30.21529149802097,28.138623432339553
3.0500000000000003,29.318913776419944,27.58551302907688
3.06,28.47157177161157,27.067702155264513
3.0700000000000003,27.669650062642404,26.5363004152577
3.08,26.909414618389018,25.951018449873395
3.09,26.18729768125276,25.284442217917583
3.1,25.50006031145071,24.523643845335453
3.11,24.844870986704255,23.669309933958264
3.12,24.219329742794777,22.732991652934725
3.13,23.62145947077651,21.73334990997556
3.14,23.049679570314954,20.69234229328765
3.15,22.502772210163855,19.632175061261517
3.16,21.97984779373164,18.573560535399913
3.17,21.480313633066633,17.53544493942767
3.18,21.003848059855613,16.5359867945671
3.19,20.550381037163902,15.594253069857741
3.2,20.12008160695858,14.731923767191455
3.21,19.713352079432337,13.974290165465387
3.22,19.3308286365965,13.349996155133649
3.23,18.973387905393807,12.88926931156773
3.24,18.642158995774906,12.620754460706605
3.25,18.338540451399147,12.567419043744213
3.2600000000000002,18.064221488494276,12.742269746658364
3.27,17.821206770689134,13.144743923409994
3.2800000000000002,17.611843754974792,13.75858687011377
3.29,17.438851316861218,14.55180215238499
3.3000000000000003,17.305347890408598,15.478906975116356
3.31,17.214876709278485,16.48530528473603
3.3200000000000003,17.17142487764756,17.513189357189415
3.33,17.17943191043671,18.508075704331326
3.34,17.2437820517939,19.42493532228713
3.35,17.36977312975148,20.232923672155668
3.36,17.563053004917833,20.917947640383808
3.37,17.829512972825693,21.482684028149134
3.38,18.17512604920259,21.944116952071198
3.39,18.60571732538837,22.329104322736995
3.4,19.12665413254911,22.668831471269538
3.41,19.742446400699812,22.993195415038993
3.42,20.456253290260033,23.326149180791084
3.43,21.269301875848278,23.682823244664394
3.44,22.18023808544334,24.068870277341333
3.45,23.18444927749998,24.48202123681116
3.46,24.27342057419004,24.91538483190439
3.47,25.43421035266265,25.36165899361017
3.48,26.649148967988584,25.817226229365392
3.49,27.895871779987427,26.285117245067614
3.5,29.14778515522398,26.77605117430317
3.5100000000000002,30.375026315431228,27.307156341526188
3.52,31.545913644268364,27.89846755789944
3.5300000000000002,32.62880017623109,28.5677878582944
3.54,33.59415522555999,29.324894789808383
3.5500000000000003,34.4166296928531,30.166281265748918
3.56,35.076831933942316,31.071600080957168
3.5700000000000003,35.56256744838377,32.002725679116494
3.58,35.86937621354709,32.90589943870432
3.59,36.0003186510864,33.716867147662725
3.6,35.96508569258291,34.36835402672877
3.61,35.77860938742838,34.79876077493434
3.62,35.459406114004295,34.96069257156081
3.63,35.027888095126194,34.827905545008925
3.64,34.50483898381136,34.399480595853106
3.65,33.910183675516556,33.70047490321865
3.66,33.26211110282028,32.77887994067749
3.67,32.57654731455,31.699329174983742
3.68,31.86693327318764,30.534539830112205
3.69,31.144239244395088,29.35584494963886
3.7,30.417142297576618,28.224308392170894
3.71,29.692299942662693,27.183792575590697
3.72,28.974665806362847,26.2569901056979
3.73,28.267808090529105,25.444902758523387
3.74,27.574205446488868,24.72965329594693
3.75,26.89550632530198,24.079959597602087
3.7600000000000002,26.232746346951867,23.458190943227034
3.77,25.5865239383403,22.827738079429352
3.7800000000000002,24.957137904842174,22.159491040142967
3.79,24.344692301046226,21.436506433385706
3.8000000000000003,23.749174492894436,20.656383175574053
3.81,23.17051209978206,19.831342155949212
3.8200000000000003,22.608613902877988,18.98640382461796
3.83,22.06339903456135,18.15628701864183
3.84,21.534817969646934,17.381676178045407
3.85,21.022868106418578,16.705354486931764
3.86,20.527606095652825,16.168467054971057
3.87,20.049158562254085,15.806973492542811
3.88,19.587732463577133,15.648261703907723
3.89,19.143626028765468,15.707951747798296
3.9,18.717241008353806,15.987077499613399
3.91,18.30909681587439,16.470006418796135
3.92,17.919847046751357,17.12355388585874
3.93,17.550298798947342,17.89771472479203
3.94,17.201435180194093,18.72826880457462
3.95,16.87444135412401,19.541260321239584
3.96,16.570734437583898,20.25906143095601
3.97,16.291997497507143,20.807468653876732
3.98,16.04021778847657,21.12308936597576
3.99,15.817729197374465,21.160182904410433
4.0,15.62725858877756,20.89613741155756
4.01,15.471975335470782,20.33488675989242
4.0200000000000005,15.35554272473295,19.50778687682079
4.03,15.282169094991723,18.471752175199608
4.04,15.256655412701267,17.304766982921326
4.05,15.284434474811746,16.09919537993617
4.0600000000000005,15.371594952763996,14.953576837112667
4.07,15.524881037567559,13.963780285460562
4.08,15.751655514360712,13.21447088404084
4.09,16.059810802354793,12.771810000379377
4.1,16.457609123880136,12.678162938154905
4.11,16.9534300520064,12.949348711472268
4.12,17.555402122093977,13.574662148671349
4.13,18.270896311537367,14.519569704424264
4.14,19.105864791723857,15.730668594373176
4.15,20.064020578559877,17.142243714646046
4.16,21.145874665386426,18.683589928229424
4.17,22.347678243528968,20.286208450300585
4.18,23.660358076106643,21.890040719478172
4.19,25.06857892780392,23.448062043201702
4.2,26.550109342935592,24.928797879891953
4.21,28.075692105868367,26.316614947486386
4.22,29.609611284049297,27.60993823646863
4.23,31.111088380914858,28.817812755020405
4.24,32.53652468234506,29.955428346691846
4.25,33.84244659457551,31.03932888486293
4.26,34.98883819288798,32.0830188697892
4.2700000000000005,35.94240929928795,33.09356355783429
4.28,36.679298248721516,34.06957454893426
4.29,37.1867760278848,35.00071900766191
4.3,37.46369561292331,35.868635143961356
4.3100000000000005,37.519670977831204,36.64892705732534
4.32,37.37320544895195,37.313785482631026
4.33,37.049154288834146,37.834754682593356
4.34,36.57596567005874,38.18523383477654
4.3500000000000005,35.98309972039485,38.34243741442028
4.36,35.298909651383646,38.288704431404724
4.37,34.5491271003405,38.0122001072631
4.38,33.75596522927311,37.50716275070739
4.39,32.93776147314395,36.77389497227714
4.4,32.1090334928501,35.81868088093632
4.41,31.280810711896752,34.6537437866951
4.42,30.461117770413903,33.29726675966724
4.43,29.65551290524378,31.77340925519814
4.44,28.867613981444347,30.112191603685993
4.45,28.099571644399653,28.349101205636074
4.46,27.35247005265114,26.524303357699917
4.47,26.626650362871477,24.68140705470479
4.48,25.921961307435883,22.86582361876423
4.49,25.237946080981843,21.12284079076934
4.5,24.573976629345815,19.49559555626942
4.51,23.92934641809335,18.02315082481732
4.5200000000000005,23.30333168782711,16.7388597446455
4.53,22.695229660502765,15.669143427647592
4.54,22.104380513492927,14.832728410012965
4.55,21.53017839651814,14.240308943934465
4.5600000000000005,20.97207543355274,13.894535279652363
4.57,20.429581561201186,13.79019656791717
4.58,19.9022622010497,13.914472304274895
4.59,19.389735119813647,14.24716727793498
